model,task,margin,topk,arm,n_units,baseline,d_ablate,d_control,control_sd,excess
OLMo-2-1124-13B-DPO,persona,long,0.2,single,320,0.7404301881790161,-0.1154210180044174,-0.22799623608589167,0.04806016904930278,0.11257521808147428
OLMo-2-1124-13B-DPO,persona,long,0.3,long,480,0.7404301881790161,-0.17642101794481269,-0.3283814171950022,0.043491471095020766,0.1519603992501895
OLMo-2-1124-13B-DPO,persona,long,0.3,single,480,0.7404301881790161,-0.14791470915079108,-0.24171819339195885,0.057167949409507944,0.09380348424116777
OLMo-2-1124-13B-DPO,persona,long,0.5,long,800,0.7404301881790161,-0.24630833268165586,-0.34370125283797587,0.05709942935284382,0.09739292015632
OLMo-2-1124-13B-DPO,persona,long,0.5,single,800,0.7404301881790161,-0.2621981471776962,-0.3622678503394126,0.028990691525919786,0.10006970316171643
Falcon3-10B-Instruct,verse,long,0.05,long,24,0.7932608991861343,-0.15633485019206994,-0.28303362230459844,0.09600575242344493,0.1266987721125285
Falcon3-10B-Instruct,verse,long,0.05,single,24,0.7932608991861343,-0.22387771606445306,-0.18101866766810412,0.01827904547166818,-0.04285904839634894
Falcon3-10B-Instruct,verse,long,0.1,long,48,0.7932608991861343,-0.43373099416494365,-0.5627258410056432,0.10630679604284908,0.1289948468406995
Falcon3-10B-Instruct,verse,long,0.1,single,48,0.7932608991861343,-0.5453573212027549,-0.3034093876679738,0.06259829056928488,-0.2419479335347811
Falcon3-10B-Instruct,verse,long,0.2,long,96,0.7932608991861343,-0.8621118709444999,-0.8602273305257162,0.06691345200735659,-0.00188454041878372
Falcon3-10B-Instruct,verse,long,0.2,single,96,0.7932608991861343,-0.8154977068305015,-0.7023061831792194,0.04027079575458354,-0.11319152365128204
Falcon3-10B-Instruct,verse,long,0.3,long,144,0.7932608991861343,-1.1191942617297173,-1.183304533859094,0.04449477984999473,0.0641102721293767
Falcon3-10B-Instruct,verse,long,0.3,single,144,0.7932608991861343,-1.099069471657276,-1.0712193856636683,0.06498275610294227,-0.02785008599360772
Falcon3-10B-Instruct,verse,long,0.5,long,240,0.7932608991861343,-1.2401169657707214,-1.4335243344306943,0.05219583837035127,0.19340736865997288
Falcon3-10B-Instruct,verse,long,0.5,single,240,0.7932608991861343,-2.0608386427164076,-1.91863909860452,0.27763172905344324,-0.1421995441118875
Falcon3-10B-Instruct,summarization,long,0.05,long,24,0.5295336343348026,-0.12706655859947202,-0.14202376330892244,0.011753758274078648,0.014957204709450417
Falcon3-10B-Instruct,summarization,long,0.05,single,24,0.5295336343348026,-0.1232504054903984,-0.09916828274726865,0.01982736169560571,-0.02408212274312975
Falcon3-10B-Instruct,summarization,long,0.1,long,48,0.5295336343348026,-0.2442118227481842,-0.28521675666173296,0.050577955269742195,0.04100493391354876
Falcon3-10B-Instruct,summarization,long,0.1,single,48,0.5295336343348026,-0.23302417695522304,-0.18718383908271785,0.010639740173566942,-0.04584033787250519
Falcon3-10B-Instruct,summarization,long,0.2,long,96,0.5295336343348026,-0.4216273345053196,-0.466680172085762,0.012034822632518037,0.04505283758044243
Falcon3-10B-Instruct,summarization,long,0.2,single,96,0.5295336343348026,-0.36856162324547764,-0.3716462535162766,0.037749379139452574,0.0030846302707989715
Falcon3-10B-Instruct,summarization,long,0.3,long,144,0.5295336343348026,-0.5342199377715587,-0.5597107830146949,0.02877440070095511,0.025490845243136162
Falcon3-10B-Instruct,summarization,long,0.3,single,144,0.5295336343348026,-0.47220545932650565,-0.42896367932359375,0.01380011220326513,-0.0432417800029119
Falcon3-10B-Instruct,summarization,long,0.5,long,240,0.5295336343348026,-0.5318230368196964,-0.6152168042957783,0.054825056709151575,0.08339376747608185
Falcon3-10B-Instruct,summarization,long,0.5,single,240,0.5295336343348026,-0.6614333905279637,-0.5747799930473169,0.021822292632852767,-0.08665339748064682
