model,task,k,rank,n,r_over_n,d_L,d_S,n_collected,reps,rho1,rho_top5,floor,excess
Qwen1.5-32B-Chat,persona,0.05,96,256,0.375,16384,16384,768,3,0.999871,0.999694,0.957826,0.041869
Qwen1.5-32B-Chat,persona,0.05,128,256,0.5,16384,16384,768,3,1.0,1.0,0.999783,0.000217
Qwen1.5-32B-Chat,persona,0.05,2,384,0.0052,16384,16384,768,3,0.991041,0.65261,0.059222,0.593388
Qwen1.5-32B-Chat,persona,0.05,4,384,0.0104,16384,16384,768,3,0.992609,0.732135,0.077688,0.654448
Qwen1.5-32B-Chat,persona,0.05,8,384,0.0208,16384,16384,768,3,0.995707,0.984899,0.167799,0.8171
Qwen1.5-32B-Chat,persona,0.05,16,384,0.0417,16384,16384,768,3,0.997803,0.994152,0.299472,0.694679
Qwen1.5-32B-Chat,persona,0.05,24,384,0.0625,16384,16384,768,3,0.998603,0.995807,0.401981,0.593827
Qwen1.5-32B-Chat,persona,0.05,32,384,0.0833,16384,16384,768,3,0.999034,0.996804,0.480912,0.515892
Qwen1.5-32B-Chat,persona,0.05,48,384,0.125,16384,16384,768,3,0.999324,0.997751,0.602083,0.395668
Qwen1.5-32B-Chat,persona,0.05,64,384,0.1667,16384,16384,768,3,0.999493,0.998452,0.698673,0.299779
Qwen1.5-32B-Chat,persona,0.05,96,384,0.25,16384,16384,768,3,0.999728,0.99919,0.840379,0.15881
Qwen1.5-32B-Chat,persona,0.05,128,384,0.3333,16384,16384,768,3,0.999853,0.999624,0.933149,0.066475
Qwen1.5-32B-Chat,persona,0.05,2,512,0.0039,16384,16384,768,3,0.990948,0.656385,0.058266,0.598119
Qwen1.5-32B-Chat,persona,0.05,4,512,0.0078,16384,16384,768,3,0.993103,0.736489,0.07349,0.662998
Qwen1.5-32B-Chat,persona,0.05,8,512,0.0156,16384,16384,768,3,0.996007,0.987758,0.144939,0.842819
Qwen1.5-32B-Chat,persona,0.05,16,512,0.0312,16384,16384,768,3,0.997888,0.994184,0.264437,0.729747
Qwen1.5-32B-Chat,persona,0.05,24,512,0.0469,16384,16384,768,3,0.998533,0.995555,0.35029,0.645265
Qwen1.5-32B-Chat,persona,0.05,32,512,0.0625,16384,16384,768,3,0.998954,0.996541,0.416673,0.579868
Qwen1.5-32B-Chat,persona,0.05,48,512,0.0938,16384,16384,768,3,0.999258,0.997468,0.525656,0.471812
Qwen1.5-32B-Chat,persona,0.05,64,512,0.125,16384,16384,768,3,0.999435,0.9981,0.611019,0.387081
Qwen1.5-32B-Chat,persona,0.05,96,512,0.1875,16384,16384,768,3,0.999638,0.998846,0.749342,0.249504
Qwen1.5-32B-Chat,persona,0.05,128,512,0.25,16384,16384,768,3,0.999761,0.999304,0.847106,0.152198
Qwen1.5-32B-Chat,persona,0.05,2,640,0.0031,16384,16384,768,3,0.991822,0.668232,0.040977,0.627255
Qwen1.5-32B-Chat,persona,0.05,4,640,0.0063,16384,16384,768,3,0.993557,0.740305,0.059863,0.680442
Qwen1.5-32B-Chat,persona,0.05,8,640,0.0125,16384,16384,768,3,0.996103,0.987977,0.131168,0.856809
Qwen1.5-32B-Chat,persona,0.05,16,640,0.025,16384,16384,768,3,0.998047,0.994407,0.235571,0.758836
Qwen1.5-32B-Chat,persona,0.05,24,640,0.0375,16384,16384,768,3,0.998641,0.995716,0.311731,0.683985
Qwen1.5-32B-Chat,persona,0.05,32,640,0.05,16384,16384,768,3,0.998879,0.996551,0.374001,0.62255
Qwen1.5-32B-Chat,persona,0.05,48,640,0.075,16384,16384,768,3,0.999206,0.9974,0.471249,0.526151
Qwen1.5-32B-Chat,persona,0.05,64,640,0.1,16384,16384,768,3,0.999389,0.99799,0.555046,0.442943
Qwen1.5-32B-Chat,persona,0.05,96,640,0.15,16384,16384,768,3,0.999586,0.998676,0.678461,0.320215
Qwen1.5-32B-Chat,persona,0.05,128,640,0.2,16384,16384,768,3,0.999684,0.999115,0.777659,0.221456
Qwen1.5-32B-Chat,bias,0.05,2,64,0.0312,16384,16384,768,3,0.996554,0.987437,0.132107,0.85533
Qwen1.5-32B-Chat,bias,0.05,4,64,0.0625,16384,16384,768,3,0.998041,0.922249,0.211675,0.710574
Qwen1.5-32B-Chat,bias,0.05,8,64,0.125,16384,16384,768,3,0.998669,0.989966,0.412832,0.577134
Qwen1.5-32B-Chat,bias,0.05,16,64,0.25,16384,16384,768,3,0.999185,0.997705,0.727192,0.270513
Qwen1.5-32B-Chat,bias,0.05,24,64,0.375,16384,16384,768,3,0.99984,0.999421,0.92011,0.079311
Qwen1.5-32B-Chat,bias,0.05,32,64,0.5,16384,16384,768,3,1.0,0.999977,0.996273,0.003704
Qwen1.5-32B-Chat,bias,0.05,48,64,0.75,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,64,64,1.0,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,96,64,1.5,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,128,64,2.0,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,2,128,0.0156,16384,16384,768,3,0.997611,0.981404,0.100116,0.881289
Qwen1.5-32B-Chat,bias,0.05,4,128,0.0312,16384,16384,768,3,0.998147,0.965951,0.149733,0.816218
Qwen1.5-32B-Chat,bias,0.05,8,128,0.0625,16384,16384,768,3,0.998588,0.991498,0.30294,0.688558
Qwen1.5-32B-Chat,bias,0.05,16,128,0.125,16384,16384,768,3,0.999003,0.995968,0.5243,0.471668
Qwen1.5-32B-Chat,bias,0.05,24,128,0.1875,16384,16384,768,3,0.999372,0.997566,0.672871,0.324695
Qwen1.5-32B-Chat,bias,0.05,32,128,0.25,16384,16384,768,3,0.999591,0.998461,0.792838,0.205623
Qwen1.5-32B-Chat,bias,0.05,48,128,0.375,16384,16384,768,3,0.999889,0.99963,0.944886,0.054744
Qwen1.5-32B-Chat,bias,0.05,64,128,0.5,16384,16384,768,3,1.0,0.999992,0.998958,0.001034
Qwen1.5-32B-Chat,bias,0.05,96,128,0.75,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,128,128,1.0,16384,16384,768,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,bias,0.05,2,256,0.0078,16384,16384,768,3,0.997278,0.987103,0.07499,0.912113
Qwen1.5-32B-Chat,bias,0.05,4,256,0.0156,16384,16384,768,3,0.99792,0.945001,0.10679,0.838211
Qwen1.5-32B-Chat,bias,0.05,8,256,0.0312,16384,16384,768,3,0.998439,0.991098,0.211065,0.780032
Qwen1.5-32B-Chat,bias,0.05,16,256,0.0625,16384,16384,768,3,0.998834,0.995399,0.38141,0.613989
Qwen1.5-32B-Chat,bias,0.05,24,256,0.0938,16384,16384,768,3,0.999122,0.996665,0.489289,0.507375
Qwen1.5-32B-Chat,bias,0.05,32,256,0.125,16384,16384,768,3,0.999254,0.997426,0.57728,0.420146
Qwen1.5-32B-Chat,bias,0.05,48,256,0.1875,16384,16384,768,3,0.999488,0.998388,0.722878,0.27551
Qwen1.5-32B-Chat,bias,0.05,64,256,0.25,16384,16384,768,3,0.99965,0.99899,0.831074,0.167916
Qwen1.5-32B-Chat,bias,0.05,96,256,0.375,16384,16384,768,3,0.999878,0.999717,0.959118,0.040599
Qwen1.5-32B-Chat,bias,0.05,128,256,0.5,16384,16384,768,3,1.0,0.999999,0.9997,0.000298
Qwen1.5-32B-Chat,bias,0.05,2,384,0.0052,16384,16384,768,3,0.997915,0.987016,0.06468,0.922336
Qwen1.5-32B-Chat,bias,0.05,4,384,0.0104,16384,16384,768,3,0.998142,0.95062,0.090512,0.860109
Qwen1.5-32B-Chat,bias,0.05,8,384,0.0208,16384,16384,768,3,0.998386,0.991886,0.169746,0.82214
Qwen1.5-32B-Chat,bias,0.05,16,384,0.0417,16384,16384,768,3,0.998802,0.995567,0.304969,0.690598
Qwen1.5-32B-Chat,bias,0.05,24,384,0.0625,16384,16384,768,3,0.999011,0.996799,0.40544,0.59136
Qwen1.5-32B-Chat,bias,0.05,32,384,0.0833,16384,16384,768,3,0.999203,0.997352,0.486115,0.511237
Qwen1.5-32B-Chat,bias,0.05,48,384,0.125,16384,16384,768,3,0.999414,0.998086,0.60235,0.395737
Qwen1.5-32B-Chat,bias,0.05,64,384,0.1667,16384,16384,768,3,0.999565,0.998536,0.70317,0.295366
Qwen1.5-32B-Chat,bias,0.05,96,384,0.25,16384,16384,768,3,0.999729,0.999207,0.84627,0.152937
Qwen1.5-32B-Chat,bias,0.05,128,384,0.3333,16384,16384,768,3,0.999834,0.999596,0.936197,0.063399
Qwen1.5-32B-Chat,bias,0.05,2,512,0.0039,16384,16384,768,3,0.997585,0.989787,0.052749,0.937038
Qwen1.5-32B-Chat,bias,0.05,4,512,0.0078,16384,16384,768,3,0.997942,0.953768,0.072643,0.881125
Qwen1.5-32B-Chat,bias,0.05,8,512,0.0156,16384,16384,768,3,0.998233,0.992147,0.142839,0.849308
Qwen1.5-32B-Chat,bias,0.05,16,512,0.0312,16384,16384,768,3,0.998746,0.995661,0.262744,0.732917
Qwen1.5-32B-Chat,bias,0.05,24,512,0.0469,16384,16384,768,3,0.998941,0.996583,0.351724,0.64486
Qwen1.5-32B-Chat,bias,0.05,32,512,0.0625,16384,16384,768,3,0.999092,0.997124,0.418731,0.578393
Qwen1.5-32B-Chat,bias,0.05,48,512,0.0938,16384,16384,768,3,0.999279,0.997834,0.525866,0.471968
Qwen1.5-32B-Chat,bias,0.05,64,512,0.125,16384,16384,768,3,0.999404,0.998303,0.616957,0.381346
Qwen1.5-32B-Chat,bias,0.05,96,512,0.1875,16384,16384,768,3,0.999593,0.998912,0.750711,0.2482
Qwen1.5-32B-Chat,bias,0.05,128,512,0.25,16384,16384,768,3,0.999731,0.99928,0.849093,0.150186
Qwen1.5-32B-Chat,bias,0.05,2,640,0.0031,16384,16384,768,3,0.997619,0.991334,0.039528,0.951806
Qwen1.5-32B-Chat,bias,0.05,4,640,0.0063,16384,16384,768,3,0.997858,0.963072,0.062231,0.900841
Qwen1.5-32B-Chat,bias,0.05,8,640,0.0125,16384,16384,768,3,0.998188,0.992754,0.128006,0.864748
Qwen1.5-32B-Chat,bias,0.05,16,640,0.025,16384,16384,768,3,0.998741,0.995764,0.236266,0.759498
Qwen1.5-32B-Chat,bias,0.05,24,640,0.0375,16384,16384,768,3,0.998927,0.996652,0.315567,0.681085
Qwen1.5-32B-Chat,bias,0.05,32,640,0.05,16384,16384,768,3,0.999067,0.997182,0.376989,0.620193
Qwen1.5-32B-Chat,bias,0.05,48,640,0.075,16384,16384,768,3,0.999234,0.99778,0.47758,0.5202
Qwen1.5-32B-Chat,bias,0.05,64,640,0.1,16384,16384,768,3,0.999368,0.998189,0.558309,0.43988
Qwen1.5-32B-Chat,bias,0.05,96,640,0.15,16384,16384,768,3,0.999559,0.998747,0.681927,0.31682
Qwen1.5-32B-Chat,bias,0.05,128,640,0.2,16384,16384,768,3,0.999682,0.999116,0.775036,0.224081
Qwen1.5-32B-Chat,factual recall,0.05,2,64,0.0312,16384,16384,762,3,0.991693,0.971323,0.116155,0.855167
Qwen1.5-32B-Chat,factual recall,0.05,4,64,0.0625,16384,16384,762,3,0.995139,0.920755,0.206678,0.714077
Qwen1.5-32B-Chat,factual recall,0.05,8,64,0.125,16384,16384,762,3,0.997148,0.990252,0.421757,0.568494
Qwen1.5-32B-Chat,factual recall,0.05,16,64,0.25,16384,16384,762,3,0.999212,0.997155,0.724654,0.2725
Qwen1.5-32B-Chat,factual recall,0.05,24,64,0.375,16384,16384,762,3,0.999747,0.999131,0.911744,0.087388
Qwen1.5-32B-Chat,factual recall,0.05,32,64,0.5,16384,16384,762,3,1.0,0.999947,0.994038,0.005909
Qwen1.5-32B-Chat,factual recall,0.05,48,64,0.75,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,64,64,1.0,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,96,64,1.5,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,128,64,2.0,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,2,128,0.0156,16384,16384,762,3,0.989171,0.982569,0.097924,0.884645
Qwen1.5-32B-Chat,factual recall,0.05,4,128,0.0312,16384,16384,762,3,0.994884,0.95322,0.139985,0.813235
Qwen1.5-32B-Chat,factual recall,0.05,8,128,0.0625,16384,16384,762,3,0.996897,0.989918,0.290195,0.699724
Qwen1.5-32B-Chat,factual recall,0.05,16,128,0.125,16384,16384,762,3,0.998641,0.995488,0.522054,0.473434
Qwen1.5-32B-Chat,factual recall,0.05,24,128,0.1875,16384,16384,762,3,0.999095,0.997393,0.682018,0.315375
Qwen1.5-32B-Chat,factual recall,0.05,32,128,0.25,16384,16384,762,3,0.999442,0.998485,0.793695,0.204789
Qwen1.5-32B-Chat,factual recall,0.05,48,128,0.375,16384,16384,762,3,0.999815,0.999606,0.941819,0.057786
Qwen1.5-32B-Chat,factual recall,0.05,64,128,0.5,16384,16384,762,3,1.0,0.999992,0.998346,0.001645
Qwen1.5-32B-Chat,factual recall,0.05,96,128,0.75,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,128,128,1.0,16384,16384,762,3,1.0,1.0,1.0,0.0
Qwen1.5-32B-Chat,factual recall,0.05,2,256,0.0078,16384,16384,762,3,0.990857,0.984512,0.080902,0.90361
Qwen1.5-32B-Chat,factual recall,0.05,4,256,0.0156,16384,16384,762,3,0.994194,0.852778,0.104686,0.748092
Qwen1.5-32B-Chat,factual recall,0.05,8,256,0.0312,16384,16384,762,3,0.996761,0.987877,0.208192,0.779685
Qwen1.5-32B-Chat,factual recall,0.05,16,256,0.0625,16384,16384,762,3,0.998179,0.994662,0.377083,0.617579
Qwen1.5-32B-Chat,factual recall,0.05,24,256,0.0938,16384,16384,762,3,0.998543,0.996274,0.493376,0.502899
Qwen1.5-32B-Chat,factual recall,0.05,32,256,0.125,16384,16384,762,3,0.998973,0.997192,0.582272,0.41492
Qwen1.5-32B-Chat,factual recall,0.05,48,256,0.1875,16384,16384,762,3,0.999355,0.998275,0.725218,0.273057
Qwen1.5-32B-Chat,factual recall,0.05,64,256,0.25,16384,16384,762,3,0.999584,0.99895,0.826614,0.172336
Qwen1.5-32B-Chat,factual recall,0.05,96,256,0.375,16384,16384,762,3,0.99986,0.999693,0.95532,0.044372
Qwen1.5-32B-Chat,factual recall,0.05,128,256,0.5,16384,16384,762,3,1.0,0.999999,0.999692,0.000308
Qwen1.5-32B-Chat,factual recall,0.05,2,384,0.0052,16384,16384,762,3,0.990705,0.983235,0.051104,0.932131
Qwen1.5-32B-Chat,factual recall,0.05,4,384,0.0104,16384,16384,762,3,0.993922,0.87174,0.084607,0.787133
Qwen1.5-32B-Chat,factual recall,0.05,8,384,0.0208,16384,16384,762,3,0.996277,0.989851,0.167567,0.822284
Qwen1.5-32B-Chat,factual recall,0.05,16,384,0.0417,16384,16384,762,3,0.998191,0.994608,0.301646,0.692962
Qwen1.5-32B-Chat,factual recall,0.05,24,384,0.0625,16384,16384,762,3,0.998488,0.995917,0.399263,0.596654
Qwen1.5-32B-Chat,factual recall,0.05,32,384,0.0833,16384,16384,762,3,0.998819,0.996764,0.475838,0.520927
Qwen1.5-32B-Chat,factual recall,0.05,48,384,0.125,16384,16384,762,3,0.999224,0.997739,0.605207,0.392532
Qwen1.5-32B-Chat,factual recall,0.05,64,384,0.1667,16384,16384,762,3,0.999408,0.998354,0.697896,0.300458
Qwen1.5-32B-Chat,factual recall,0.05,96,384,0.25,16384,16384,762,3,0.999698,0.999137,0.837291,0.161845
Qwen1.5-32B-Chat,factual recall,0.05,128,384,0.3333,16384,16384,762,3,0.999845,0.999614,0.929136,0.070478
Qwen1.5-32B-Chat,factual recall,0.05,2,512,0.0039,16384,16384,762,3,0.990309,0.983432,0.051699,0.931733
Qwen1.5-32B-Chat,factual recall,0.05,4,512,0.0078,16384,16384,762,3,0.994659,0.916302,0.071831,0.844471
Qwen1.5-32B-Chat,factual recall,0.05,8,512,0.0156,16384,16384,762,3,0.996839,0.989766,0.143758,0.846008
Qwen1.5-32B-Chat,factual recall,0.05,16,512,0.0312,16384,16384,762,3,0.998323,0.994311,0.25818,0.736131
Qwen1.5-32B-Chat,factual recall,0.05,24,512,0.0469,16384,16384,762,3,0.998553,0.995698,0.343707,0.651991
Qwen1.5-32B-Chat,factual recall,0.05,32,512,0.0625,16384,16384,762,3,0.998859,0.996473,0.411176,0.585297
Qwen1.5-32B-Chat,factual recall,0.05,48,512,0.0938,16384,16384,762,3,0.999151,0.997512,0.52224,0.475273
Qwen1.5-32B-Chat,factual recall,0.05,64,512,0.125,16384,16384,762,3,0.999369,0.998099,0.614437,0.383662
Qwen1.5-32B-Chat,factual recall,0.05,96,512,0.1875,16384,16384,762,3,0.9996,0.998826,0.745859,0.252967
Qwen1.5-32B-Chat,factual recall,0.05,128,512,0.25,16384,16384,762,3,0.999737,0.999276,0.841315,0.157961
Qwen1.5-32B-Chat,factual recall,0.05,2,640,0.0031,16384,16384,762,3,0.990521,0.984455,0.041393,0.943062
Qwen1.5-32B-Chat,factual recall,0.05,4,640,0.0063,16384,16384,762,3,0.995264,0.889575,0.060502,0.829073
Qwen1.5-32B-Chat,factual recall,0.05,8,640,0.0125,16384,16384,762,3,0.996452,0.98981,0.131281,0.858529
Qwen1.5-32B-Chat,factual recall,0.05,16,640,0.025,16384,16384,762,3,0.998255,0.994315,0.235217,0.759098
Qwen1.5-32B-Chat,factual recall,0.05,24,640,0.0375,16384,16384,762,3,0.998509,0.995493,0.31467,0.680823
Qwen1.5-32B-Chat,factual recall,0.05,32,640,0.05,16384,16384,762,3,0.998838,0.996391,0.37846,0.617931
Qwen1.5-32B-Chat,factual recall,0.05,48,640,0.075,16384,16384,762,3,0.999182,0.997266,0.475341,0.521925
Qwen1.5-32B-Chat,factual recall,0.05,64,640,0.1,16384,16384,762,3,0.999353,0.997897,0.556289,0.441609
Qwen1.5-32B-Chat,factual recall,0.05,96,640,0.15,16384,16384,762,3,0.999557,0.998633,0.678701,0.319932
Qwen1.5-32B-Chat,factual recall,0.05,128,640,0.2,16384,16384,762,3,0.999681,0.999102,0.773301,0.225801
