model,task,k,rank,n,r_over_n,d_L,d_S,n_collected,reps,rho1,rho_top5,floor,excess
gemma-3-12b-it,factual recall,0.05,64,64,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,96,64,1.5,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,128,64,2.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,2,128,0.0156,9120,9120,768,3,0.517799,0.366745,0.088949,0.277796
gemma-3-12b-it,factual recall,0.05,4,128,0.0312,9120,9120,768,3,0.734147,0.342348,0.134026,0.208322
gemma-3-12b-it,factual recall,0.05,8,128,0.0625,9120,9120,768,3,0.862862,0.597927,0.291641,0.306285
gemma-3-12b-it,factual recall,0.05,16,128,0.125,9120,9120,768,3,0.926518,0.804254,0.528987,0.275266
gemma-3-12b-it,factual recall,0.05,24,128,0.1875,9120,9120,768,3,0.956988,0.895026,0.679291,0.215735
gemma-3-12b-it,factual recall,0.05,32,128,0.25,9120,9120,768,3,0.973154,0.939351,0.797491,0.141861
gemma-3-12b-it,factual recall,0.05,48,128,0.375,9120,9120,768,3,0.99192,0.982425,0.943715,0.03871
gemma-3-12b-it,factual recall,0.05,64,128,0.5,9120,9120,768,3,1.0,0.999566,0.998533,0.001033
gemma-3-12b-it,factual recall,0.05,96,128,0.75,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,128,128,1.0,9120,9120,768,3,1.0,1.0,1.0,0.0
gemma-3-12b-it,factual recall,0.05,2,256,0.0078,9120,9120,768,3,0.518352,0.340279,0.0535,0.286779
gemma-3-12b-it,factual recall,0.05,4,256,0.0156,9120,9120,768,3,0.710618,0.325061,0.101619,0.223441
gemma-3-12b-it,factual recall,0.05,8,256,0.0312,9120,9120,768,3,0.840697,0.579768,0.204895,0.374873
gemma-3-12b-it,factual recall,0.05,16,256,0.0625,9120,9120,768,3,0.899855,0.749968,0.372282,0.377686
gemma-3-12b-it,factual recall,0.05,24,256,0.0938,9120,9120,768,3,0.932644,0.831389,0.483755,0.347634
gemma-3-12b-it,factual recall,0.05,32,256,0.125,9120,9120,768,3,0.951108,0.876925,0.577022,0.299903
gemma-3-12b-it,factual recall,0.05,48,256,0.1875,9120,9120,768,3,0.96755,0.92778,0.718487,0.209293
gemma-3-12b-it,factual recall,0.05,64,256,0.25,9120,9120,768,3,0.98151,0.958381,0.824955,0.133426
gemma-3-12b-it,factual recall,0.05,96,256,0.375,9120,9120,768,3,0.994065,0.98846,0.954891,0.033569
gemma-3-12b-it,factual recall,0.05,128,256,0.5,9120,9120,768,3,1.0,0.999888,0.999658,0.00023
gemma-3-12b-it,factual recall,0.05,2,384,0.0052,9120,9120,768,3,0.555937,0.358136,0.058165,0.299971
gemma-3-12b-it,factual recall,0.05,4,384,0.0104,9120,9120,768,3,0.732516,0.361946,0.081101,0.280846
gemma-3-12b-it,factual recall,0.05,8,384,0.0208,9120,9120,768,3,0.863673,0.557352,0.167293,0.390059
gemma-3-12b-it,factual recall,0.05,16,384,0.0417,9120,9120,768,3,0.908315,0.747769,0.300384,0.447384
gemma-3-12b-it,factual recall,0.05,24,384,0.0625,9120,9120,768,3,0.933856,0.830959,0.400132,0.430827
gemma-3-12b-it,factual recall,0.05,32,384,0.0833,9120,9120,768,3,0.950911,0.867438,0.477523,0.389916
gemma-3-12b-it,factual recall,0.05,48,384,0.125,9120,9120,768,3,0.966408,0.910275,0.601912,0.308363
gemma-3-12b-it,factual recall,0.05,64,384,0.1667,9120,9120,768,3,0.976459,0.939612,0.699132,0.24048
gemma-3-12b-it,factual recall,0.05,96,384,0.25,9120,9120,768,3,0.986606,0.96948,0.840275,0.129205
gemma-3-12b-it,factual recall,0.05,128,384,0.3333,9120,9120,768,3,0.993195,0.985559,0.928902,0.056656
gemma-3-12b-it,factual recall,0.05,2,512,0.0039,9120,9120,768,3,0.531617,0.34531,0.044236,0.301074
gemma-3-12b-it,factual recall,0.05,4,512,0.0078,9120,9120,768,3,0.733026,0.326539,0.065794,0.260745
gemma-3-12b-it,factual recall,0.05,8,512,0.0156,9120,9120,768,3,0.835512,0.573594,0.139957,0.433637
gemma-3-12b-it,factual recall,0.05,16,512,0.0312,9120,9120,768,3,0.889059,0.744783,0.259992,0.484791
gemma-3-12b-it,factual recall,0.05,24,512,0.0469,9120,9120,768,3,0.925949,0.823789,0.345157,0.478632
gemma-3-12b-it,factual recall,0.05,32,512,0.0625,9120,9120,768,3,0.94294,0.857116,0.411248,0.445868
gemma-3-12b-it,factual recall,0.05,48,512,0.0938,9120,9120,768,3,0.96202,0.898333,0.521808,0.376525
gemma-3-12b-it,factual recall,0.05,64,512,0.125,9120,9120,768,3,0.97138,0.925453,0.611174,0.314279
gemma-3-12b-it,factual recall,0.05,96,512,0.1875,9120,9120,768,3,0.981209,0.956497,0.747469,0.209028
gemma-3-12b-it,factual recall,0.05,128,512,0.25,9120,9120,768,3,0.987323,0.9731,0.845125,0.127975
gemma-3-12b-it,factual recall,0.05,2,640,0.0031,9120,9120,768,3,0.564528,0.346405,0.043915,0.30249
gemma-3-12b-it,factual recall,0.05,4,640,0.0063,9120,9120,768,3,0.731494,0.324974,0.062482,0.262492
gemma-3-12b-it,factual recall,0.05,8,640,0.0125,9120,9120,768,3,0.839942,0.573186,0.132258,0.440929
gemma-3-12b-it,factual recall,0.05,16,640,0.025,9120,9120,768,3,0.889704,0.747431,0.240256,0.507175
gemma-3-12b-it,factual recall,0.05,24,640,0.0375,9120,9120,768,3,0.926372,0.816535,0.314857,0.501678
gemma-3-12b-it,factual recall,0.05,32,640,0.05,9120,9120,768,3,0.94276,0.852519,0.373342,0.479177
gemma-3-12b-it,factual recall,0.05,48,640,0.075,9120,9120,768,3,0.958689,0.888873,0.476766,0.412107
gemma-3-12b-it,factual recall,0.05,64,640,0.1,9120,9120,768,3,0.968047,0.918897,0.555368,0.363529
gemma-3-12b-it,factual recall,0.05,96,640,0.15,9120,9120,768,3,0.977791,0.949195,0.681705,0.267491
gemma-3-12b-it,factual recall,0.05,128,640,0.2,9120,9120,768,3,0.984683,0.965296,0.774727,0.190569
Qwen1.5-14B-Chat,verse,0.05,2,64,0.0312,10240,10240,768,3,0.985126,0.9579,0.120743,0.837157
Qwen1.5-14B-Chat,verse,0.05,4,64,0.0625,10240,10240,768,3,0.994156,0.838737,0.190503,0.648233
Qwen1.5-14B-Chat,verse,0.05,8,64,0.125,10240,10240,768,3,0.995905,0.983101,0.410518,0.572583
Qwen1.5-14B-Chat,verse,0.05,16,64,0.25,10240,10240,768,3,0.997863,0.994537,0.723348,0.27119
Qwen1.5-14B-Chat,verse,0.05,24,64,0.375,10240,10240,768,3,0.999275,0.998216,0.912449,0.085767
Qwen1.5-14B-Chat,verse,0.05,32,64,0.5,10240,10240,768,3,1.0,0.999887,0.994632,0.005255
Qwen1.5-14B-Chat,verse,0.05,48,64,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,64,64,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,96,64,1.5,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,128,64,2.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,2,128,0.0156,10240,10240,768,3,0.988103,0.966112,0.100852,0.86526
Qwen1.5-14B-Chat,verse,0.05,4,128,0.0312,10240,10240,768,3,0.992792,0.896348,0.15026,0.746089
Qwen1.5-14B-Chat,verse,0.05,8,128,0.0625,10240,10240,768,3,0.995421,0.981009,0.291495,0.689513
Qwen1.5-14B-Chat,verse,0.05,16,128,0.125,10240,10240,768,3,0.996825,0.991124,0.533206,0.457918
Qwen1.5-14B-Chat,verse,0.05,24,128,0.1875,10240,10240,768,3,0.998108,0.994734,0.682184,0.312551
Qwen1.5-14B-Chat,verse,0.05,32,128,0.25,10240,10240,768,3,0.998617,0.996777,0.794575,0.202201
Qwen1.5-14B-Chat,verse,0.05,48,128,0.375,10240,10240,768,3,0.999549,0.999058,0.943481,0.055577
Qwen1.5-14B-Chat,verse,0.05,64,128,0.5,10240,10240,768,3,1.0,0.999983,0.998637,0.001347
Qwen1.5-14B-Chat,verse,0.05,96,128,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,128,128,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,verse,0.05,2,256,0.0078,10240,10240,768,3,0.988654,0.97804,0.07537,0.90267
Qwen1.5-14B-Chat,verse,0.05,4,256,0.0156,10240,10240,768,3,0.992371,0.961515,0.103059,0.858456
Qwen1.5-14B-Chat,verse,0.05,8,256,0.0312,10240,10240,768,3,0.994171,0.979799,0.207332,0.772466
Qwen1.5-14B-Chat,verse,0.05,16,256,0.0625,10240,10240,768,3,0.995857,0.989661,0.371762,0.617899
Qwen1.5-14B-Chat,verse,0.05,24,256,0.0938,10240,10240,768,3,0.996949,0.992398,0.494039,0.498359
Qwen1.5-14B-Chat,verse,0.05,32,256,0.125,10240,10240,768,3,0.997428,0.994173,0.581551,0.412622
Qwen1.5-14B-Chat,verse,0.05,48,256,0.1875,10240,10240,768,3,0.998468,0.996355,0.720134,0.276222
Qwen1.5-14B-Chat,verse,0.05,64,256,0.25,10240,10240,768,3,0.998998,0.997743,0.823454,0.174288
Qwen1.5-14B-Chat,verse,0.05,96,256,0.375,10240,10240,768,3,0.999646,0.999318,0.953957,0.045361
Qwen1.5-14B-Chat,verse,0.05,128,256,0.5,10240,10240,768,3,1.0,0.999994,0.999657,0.000337
Qwen1.5-14B-Chat,verse,0.05,2,384,0.0052,10240,10240,768,3,0.989454,0.981752,0.060874,0.920878
Qwen1.5-14B-Chat,verse,0.05,4,384,0.0104,10240,10240,768,3,0.993803,0.94146,0.088476,0.852984
Qwen1.5-14B-Chat,verse,0.05,8,384,0.0208,10240,10240,768,3,0.995202,0.979219,0.167098,0.812121
Qwen1.5-14B-Chat,verse,0.05,16,384,0.0417,10240,10240,768,3,0.995914,0.9889,0.303597,0.685302
Qwen1.5-14B-Chat,verse,0.05,24,384,0.0625,10240,10240,768,3,0.996505,0.991646,0.39849,0.593157
Qwen1.5-14B-Chat,verse,0.05,32,384,0.0833,10240,10240,768,3,0.99735,0.993273,0.476807,0.516466
Qwen1.5-14B-Chat,verse,0.05,48,384,0.125,10240,10240,768,3,0.998356,0.995423,0.59937,0.396053
Qwen1.5-14B-Chat,verse,0.05,64,384,0.1667,10240,10240,768,3,0.998855,0.996757,0.69494,0.301817
Qwen1.5-14B-Chat,verse,0.05,96,384,0.25,10240,10240,768,3,0.999459,0.998226,0.83353,0.164696
Qwen1.5-14B-Chat,verse,0.05,128,384,0.3333,10240,10240,768,3,0.999699,0.999125,0.928132,0.070993
Qwen1.5-14B-Chat,verse,0.05,2,512,0.0039,10240,10240,768,3,0.987577,0.983909,0.053002,0.930907
Qwen1.5-14B-Chat,verse,0.05,4,512,0.0078,10240,10240,768,3,0.99281,0.947081,0.075304,0.871777
Qwen1.5-14B-Chat,verse,0.05,8,512,0.0156,10240,10240,768,3,0.994228,0.979576,0.144017,0.835559
Qwen1.5-14B-Chat,verse,0.05,16,512,0.0312,10240,10240,768,3,0.995427,0.988411,0.262422,0.72599
Qwen1.5-14B-Chat,verse,0.05,24,512,0.0469,10240,10240,768,3,0.996143,0.991029,0.34369,0.647339
Qwen1.5-14B-Chat,verse,0.05,32,512,0.0625,10240,10240,768,3,0.996915,0.992886,0.416952,0.575934
Qwen1.5-14B-Chat,verse,0.05,48,512,0.0938,10240,10240,768,3,0.997983,0.994891,0.528344,0.466547
Qwen1.5-14B-Chat,verse,0.05,64,512,0.125,10240,10240,768,3,0.998407,0.99613,0.61553,0.380601
Qwen1.5-14B-Chat,verse,0.05,96,512,0.1875,10240,10240,768,3,0.999116,0.997567,0.747265,0.250303
Qwen1.5-14B-Chat,verse,0.05,128,512,0.25,10240,10240,768,3,0.999452,0.998507,0.844022,0.154485
Qwen1.5-14B-Chat,verse,0.05,2,640,0.0031,10240,10240,768,3,0.986948,0.984224,0.046218,0.938006
Qwen1.5-14B-Chat,verse,0.05,4,640,0.0063,10240,10240,768,3,0.992431,0.947475,0.068064,0.879411
Qwen1.5-14B-Chat,verse,0.05,8,640,0.0125,10240,10240,768,3,0.994043,0.979867,0.137904,0.841963
Qwen1.5-14B-Chat,verse,0.05,16,640,0.025,10240,10240,768,3,0.995283,0.988381,0.237727,0.750653
Qwen1.5-14B-Chat,verse,0.05,24,640,0.0375,10240,10240,768,3,0.995874,0.990794,0.313538,0.677257
Qwen1.5-14B-Chat,verse,0.05,32,640,0.05,10240,10240,768,3,0.996661,0.992762,0.372809,0.619953
Qwen1.5-14B-Chat,verse,0.05,48,640,0.075,10240,10240,768,3,0.997908,0.99479,0.472354,0.522437
Qwen1.5-14B-Chat,verse,0.05,64,640,0.1,10240,10240,768,3,0.998374,0.995862,0.548111,0.447752
Qwen1.5-14B-Chat,verse,0.05,96,640,0.15,10240,10240,768,3,0.999019,0.997107,0.676189,0.320918
Qwen1.5-14B-Chat,verse,0.05,128,640,0.2,10240,10240,768,3,0.999339,0.998023,0.770917,0.227106
Qwen1.5-14B-Chat,summarization,0.05,2,64,0.0312,10240,10240,768,3,0.954508,0.939868,0.133304,0.806564
Qwen1.5-14B-Chat,summarization,0.05,4,64,0.0625,10240,10240,768,3,0.988685,0.741637,0.203213,0.538424
Qwen1.5-14B-Chat,summarization,0.05,8,64,0.125,10240,10240,768,3,0.994255,0.960924,0.431834,0.529089
Qwen1.5-14B-Chat,summarization,0.05,16,64,0.25,10240,10240,768,3,0.997738,0.990949,0.725914,0.265035
Qwen1.5-14B-Chat,summarization,0.05,24,64,0.375,10240,10240,768,3,0.999229,0.997708,0.912149,0.085559
Qwen1.5-14B-Chat,summarization,0.05,32,64,0.5,10240,10240,768,3,1.0,0.999884,0.995302,0.004582
Qwen1.5-14B-Chat,summarization,0.05,48,64,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,64,64,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,96,64,1.5,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,128,64,2.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,2,128,0.0156,10240,10240,768,3,0.985619,0.965204,0.092398,0.872806
Qwen1.5-14B-Chat,summarization,0.05,4,128,0.0312,10240,10240,768,3,0.991424,0.831764,0.137489,0.694275
Qwen1.5-14B-Chat,summarization,0.05,8,128,0.0625,10240,10240,768,3,0.995074,0.958207,0.293521,0.664686
Qwen1.5-14B-Chat,summarization,0.05,16,128,0.125,10240,10240,768,3,0.997039,0.984694,0.528365,0.456329
Qwen1.5-14B-Chat,summarization,0.05,24,128,0.1875,10240,10240,768,3,0.997904,0.991928,0.685802,0.306126
Qwen1.5-14B-Chat,summarization,0.05,32,128,0.25,10240,10240,768,3,0.998685,0.994938,0.805444,0.189494
Qwen1.5-14B-Chat,summarization,0.05,48,128,0.375,10240,10240,768,3,0.999528,0.998605,0.949599,0.049007
Qwen1.5-14B-Chat,summarization,0.05,64,128,0.5,10240,10240,768,3,1.0,0.999968,0.99903,0.000938
Qwen1.5-14B-Chat,summarization,0.05,96,128,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,128,128,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,summarization,0.05,2,256,0.0078,10240,10240,768,3,0.985255,0.966522,0.075328,0.891194
Qwen1.5-14B-Chat,summarization,0.05,4,256,0.0156,10240,10240,768,3,0.988846,0.826109,0.111878,0.714231
Qwen1.5-14B-Chat,summarization,0.05,8,256,0.0312,10240,10240,768,3,0.993908,0.962431,0.208524,0.753906
Qwen1.5-14B-Chat,summarization,0.05,16,256,0.0625,10240,10240,768,3,0.995448,0.979497,0.367536,0.611962
Qwen1.5-14B-Chat,summarization,0.05,24,256,0.0938,10240,10240,768,3,0.996795,0.986515,0.484329,0.502186
Qwen1.5-14B-Chat,summarization,0.05,32,256,0.125,10240,10240,768,3,0.997299,0.989735,0.57977,0.409966
Qwen1.5-14B-Chat,summarization,0.05,48,256,0.1875,10240,10240,768,3,0.998408,0.993969,0.7203,0.27367
Qwen1.5-14B-Chat,summarization,0.05,64,256,0.25,10240,10240,768,3,0.998967,0.996362,0.828808,0.167554
Qwen1.5-14B-Chat,summarization,0.05,96,256,0.375,10240,10240,768,3,0.999615,0.998989,0.957031,0.041957
Qwen1.5-14B-Chat,summarization,0.05,128,256,0.5,10240,10240,768,3,1.0,0.999997,0.999744,0.000253
Qwen1.5-14B-Chat,summarization,0.05,2,384,0.0052,10240,10240,768,3,0.987306,0.982625,0.059587,0.923038
Qwen1.5-14B-Chat,summarization,0.05,4,384,0.0104,10240,10240,768,3,0.991197,0.823796,0.08707,0.736727
Qwen1.5-14B-Chat,summarization,0.05,8,384,0.0208,10240,10240,768,3,0.99461,0.96363,0.169083,0.794547
Qwen1.5-14B-Chat,summarization,0.05,16,384,0.0417,10240,10240,768,3,0.996242,0.980464,0.306583,0.673881
Qwen1.5-14B-Chat,summarization,0.05,24,384,0.0625,10240,10240,768,3,0.996835,0.985452,0.406074,0.579378
Qwen1.5-14B-Chat,summarization,0.05,32,384,0.0833,10240,10240,768,3,0.997508,0.98839,0.481026,0.507364
Qwen1.5-14B-Chat,summarization,0.05,48,384,0.125,10240,10240,768,3,0.99826,0.99209,0.603672,0.388418
Qwen1.5-14B-Chat,summarization,0.05,64,384,0.1667,10240,10240,768,3,0.998684,0.994314,0.697637,0.296677
Qwen1.5-14B-Chat,summarization,0.05,96,384,0.25,10240,10240,768,3,0.999267,0.997058,0.840118,0.15694
Qwen1.5-14B-Chat,summarization,0.05,128,384,0.3333,10240,10240,768,3,0.999621,0.998707,0.931005,0.067702
Qwen1.5-14B-Chat,summarization,0.05,2,512,0.0039,10240,10240,768,3,0.984163,0.979798,0.052109,0.927689
Qwen1.5-14B-Chat,summarization,0.05,4,512,0.0078,10240,10240,768,3,0.988875,0.815641,0.074052,0.741589
Qwen1.5-14B-Chat,summarization,0.05,8,512,0.0156,10240,10240,768,3,0.99369,0.964607,0.149864,0.814743
Qwen1.5-14B-Chat,summarization,0.05,16,512,0.0312,10240,10240,768,3,0.995594,0.979616,0.261543,0.718073
Qwen1.5-14B-Chat,summarization,0.05,24,512,0.0469,10240,10240,768,3,0.996351,0.985081,0.348243,0.636838
Qwen1.5-14B-Chat,summarization,0.05,32,512,0.0625,10240,10240,768,3,0.996933,0.98772,0.41837,0.56935
Qwen1.5-14B-Chat,summarization,0.05,48,512,0.0938,10240,10240,768,3,0.997945,0.991508,0.526424,0.465084
Qwen1.5-14B-Chat,summarization,0.05,64,512,0.125,10240,10240,768,3,0.99846,0.993591,0.613898,0.379694
Qwen1.5-14B-Chat,summarization,0.05,96,512,0.1875,10240,10240,768,3,0.999057,0.995962,0.749414,0.246548
Qwen1.5-14B-Chat,summarization,0.05,128,512,0.25,10240,10240,768,3,0.999358,0.997391,0.847081,0.150309
Qwen1.5-14B-Chat,summarization,0.05,2,640,0.0031,10240,10240,768,3,0.983693,0.981638,0.044528,0.93711
Qwen1.5-14B-Chat,summarization,0.05,4,640,0.0063,10240,10240,768,3,0.988517,0.774928,0.065899,0.709029
Qwen1.5-14B-Chat,summarization,0.05,8,640,0.0125,10240,10240,768,3,0.993541,0.962644,0.133604,0.82904
Qwen1.5-14B-Chat,summarization,0.05,16,640,0.025,10240,10240,768,3,0.995515,0.978715,0.236987,0.741728
Qwen1.5-14B-Chat,summarization,0.05,24,640,0.0375,10240,10240,768,3,0.996467,0.983782,0.311521,0.672262
Qwen1.5-14B-Chat,summarization,0.05,32,640,0.05,10240,10240,768,3,0.997015,0.986814,0.374085,0.612729
Qwen1.5-14B-Chat,summarization,0.05,48,640,0.075,10240,10240,768,3,0.997874,0.990342,0.475343,0.514998
Qwen1.5-14B-Chat,summarization,0.05,64,640,0.1,10240,10240,768,3,0.998342,0.99288,0.551713,0.441167
Qwen1.5-14B-Chat,summarization,0.05,96,640,0.15,10240,10240,768,3,0.998964,0.995305,0.677348,0.317957
Qwen1.5-14B-Chat,summarization,0.05,128,640,0.2,10240,10240,768,3,0.999261,0.996686,0.773292,0.223393
Qwen1.5-14B-Chat,persona,0.05,2,64,0.0312,10240,10240,768,3,0.985867,0.789741,0.116196,0.673545
Qwen1.5-14B-Chat,persona,0.05,4,64,0.0625,10240,10240,768,3,0.994168,0.867239,0.183285,0.683953
Qwen1.5-14B-Chat,persona,0.05,8,64,0.125,10240,10240,768,3,0.997319,0.978485,0.393707,0.584778
Qwen1.5-14B-Chat,persona,0.05,16,64,0.25,10240,10240,768,3,0.999034,0.99489,0.725038,0.269852
Qwen1.5-14B-Chat,persona,0.05,24,64,0.375,10240,10240,768,3,0.999681,0.998584,0.915986,0.082598
Qwen1.5-14B-Chat,persona,0.05,32,64,0.5,10240,10240,768,3,1.0,0.999967,0.995615,0.004352
Qwen1.5-14B-Chat,persona,0.05,48,64,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,64,64,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,96,64,1.5,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,128,64,2.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,2,128,0.0156,10240,10240,768,3,0.976598,0.735972,0.081123,0.65485
Qwen1.5-14B-Chat,persona,0.05,4,128,0.0312,10240,10240,768,3,0.991572,0.820258,0.143547,0.676711
Qwen1.5-14B-Chat,persona,0.05,8,128,0.0625,10240,10240,768,3,0.996424,0.983049,0.297614,0.685434
Qwen1.5-14B-Chat,persona,0.05,16,128,0.125,10240,10240,768,3,0.997915,0.992943,0.529391,0.463551
Qwen1.5-14B-Chat,persona,0.05,24,128,0.1875,10240,10240,768,3,0.998696,0.995951,0.683617,0.312335
Qwen1.5-14B-Chat,persona,0.05,32,128,0.25,10240,10240,768,3,0.999153,0.9976,0.793107,0.204492
Qwen1.5-14B-Chat,persona,0.05,48,128,0.375,10240,10240,768,3,0.999742,0.999255,0.943973,0.055282
Qwen1.5-14B-Chat,persona,0.05,64,128,0.5,10240,10240,768,3,1.0,0.999991,0.998657,0.001334
Qwen1.5-14B-Chat,persona,0.05,96,128,0.75,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,128,128,1.0,10240,10240,768,3,1.0,1.0,1.0,0.0
Qwen1.5-14B-Chat,persona,0.05,2,256,0.0078,10240,10240,768,3,0.980872,0.789732,0.068149,0.721582
Qwen1.5-14B-Chat,persona,0.05,4,256,0.0156,10240,10240,768,3,0.991493,0.735896,0.094789,0.641107
Qwen1.5-14B-Chat,persona,0.05,8,256,0.0312,10240,10240,768,3,0.996307,0.981013,0.206197,0.774816
Qwen1.5-14B-Chat,persona,0.05,16,256,0.0625,10240,10240,768,3,0.998027,0.991906,0.368461,0.623445
Qwen1.5-14B-Chat,persona,0.05,24,256,0.0938,10240,10240,768,3,0.998464,0.994328,0.482471,0.511857
Qwen1.5-14B-Chat,persona,0.05,32,256,0.125,10240,10240,768,3,0.998853,0.995635,0.576991,0.418643
Qwen1.5-14B-Chat,persona,0.05,48,256,0.1875,10240,10240,768,3,0.999223,0.997388,0.716489,0.280899
Qwen1.5-14B-Chat,persona,0.05,64,256,0.25,10240,10240,768,3,0.999499,0.998435,0.826781,0.171653
Qwen1.5-14B-Chat,persona,0.05,96,256,0.375,10240,10240,768,3,0.999861,0.99958,0.95344,0.046141
Qwen1.5-14B-Chat,persona,0.05,128,256,0.5,10240,10240,768,3,1.0,1.0,0.99973,0.00027
Qwen1.5-14B-Chat,persona,0.05,2,384,0.0052,10240,10240,768,3,0.981061,0.792821,0.053162,0.739659
Qwen1.5-14B-Chat,persona,0.05,4,384,0.0104,10240,10240,768,3,0.991453,0.792481,0.081814,0.710668
Qwen1.5-14B-Chat,persona,0.05,8,384,0.0208,10240,10240,768,3,0.996324,0.984536,0.169346,0.815189
Qwen1.5-14B-Chat,persona,0.05,16,384,0.0417,10240,10240,768,3,0.997754,0.992836,0.307176,0.68566
Qwen1.5-14B-Chat,persona,0.05,24,384,0.0625,10240,10240,768,3,0.998162,0.994925,0.407317,0.587607
Qwen1.5-14B-Chat,persona,0.05,32,384,0.0833,10240,10240,768,3,0.998551,0.995882,0.481418,0.514464
Qwen1.5-14B-Chat,persona,0.05,48,384,0.125,10240,10240,768,3,0.998894,0.997138,0.603026,0.394112
Qwen1.5-14B-Chat,persona,0.05,64,384,0.1667,10240,10240,768,3,0.999183,0.997968,0.695779,0.30219
Qwen1.5-14B-Chat,persona,0.05,96,384,0.25,10240,10240,768,3,0.999571,0.998883,0.83662,0.162262
Qwen1.5-14B-Chat,persona,0.05,128,384,0.3333,10240,10240,768,3,0.999828,0.999476,0.928728,0.070749
Qwen1.5-14B-Chat,persona,0.05,2,512,0.0039,10240,10240,768,3,0.983785,0.819803,0.057,0.762803
Qwen1.5-14B-Chat,persona,0.05,4,512,0.0078,10240,10240,768,3,0.992426,0.746115,0.077306,0.668809
Qwen1.5-14B-Chat,persona,0.05,8,512,0.0156,10240,10240,768,3,0.996442,0.984075,0.147426,0.83665
