model_id,task,method,ablation,eval_variant,steer_variant,rf_mode,topk,max_accuracy,best_steering_factor
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,single,long,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,w_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,w_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,0.5,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,w_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,single,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,single,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,single,wo_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,w_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,w_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,0.5,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,w_rf,1.0,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.01,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.03,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.05,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.07,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.09,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.1,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.5,,
Qwen1.5-14B-Chat,from_verse-single_to_prose,atp,steer,long,long,wo_rf,1.0,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.01,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.03,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.05,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.07,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.09,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.1,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.5,,
OLMo-2-1124-13B-DPO,from_verse-single_to_prose,atp,steer,long,long,wo_rf,1.0,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.01,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.03,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.05,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.07,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.09,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.1,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,0.5,,
vicuna-13b-v1.5,from_verse-single_to_prose,atp,steer,long,long,wo_rf,1.0,,
